source_airport,dest_airport,airline,equipment
UFA,LBD,U6,320
VOG,DYU,U6,320
BJM,EBB,U7,CRJ
EBB,BJM,U7,CRJ
EBB,JUB,U7,CRJ
EBB,MGQ,U7,CRJ
JUB,EBB,U7,CRJ
MGQ,EBB,U7,CRJ
ABE,ORD,UA,ER4 ERJ
ABQ,IAH,UA,320 738
ABQ,SFO,UA,CRJ
ACA,IAH,UA,ERJ
ACV,CEC,UA,EM2
ACV,SFO,UA,EM2
ACV,SMF,UA,EM2
ACY,IAH,UA,ERJ
AEX,IAH,UA,ERJ
AGU,IAH,UA,ERJ
ALB,CLE,UA,DH3
ALB,IAD,UA,DH4 DH2 CR7 CRJ ERJ
ALB,ORD,UA,319 73G 738 739
AMA,IAH,UA,ERJ
ANC,DEN,UA,738
ANU,EWR,UA,738 739
AOO,IAD,UA,SF3
AOO,JST,UA,SF3
ASE,DEN,UA,CR7
ASE,LAX,UA,CR7
ATW,ORD,UA,ERJ CRJ CR7
AUA,EWR,UA,753 739
AUA,IAD,UA,739
AUS,CLE,UA,CR7
AUS,EWR,UA,738 73G
AUS,IAD,UA,CR7 E70
AUS,IAH,UA,320 319 73G 738 739
AVL,ORD,UA,CRJ
AVP,ORD,UA,ERJ
BDA,EWR,UA,738
BDL,IAD,UA,738 319 320
BFD,CLE,UA,BE1
BFD,JHW,UA,BE1
BFL,DEN,UA,CRJ
BFL,IAH,UA,CR7
BFL,LAX,UA,EM2
BFL,SFO,UA,EM2
BGM,IAD,UA,DH2
BHM,DEN,UA,ERJ
BHM,IAH,UA,ERJ CRJ
BHM,ORD,UA,ERJ CRJ
BIL,DEN,UA,320 739 738 319
BJX,IAH,UA,ERJ
BKW,IAD,UA,SF3
BKW,SHD,UA,SF3
BNA,CLE,UA,ERJ
BNA,EWR,UA,ERJ
BNA,IAD,UA,ERJ CRJ
BNA,IAH,UA,ERJ
BOI,LAX,UA,CR7
BOI,ORD,UA,CR7
BOI,SFO,UA,CRJ CR7
BON,EWR,UA,738
BON,IAH,UA,738
BOS,CLE,UA,738
BOS,IAH,UA,739 738 320 73G 319
BQN,EWR,UA,738 739
BRO,IAH,UA,ERJ
BTR,IAH,UA,ERJ
BTV,EWR,UA,DH4
BTV,IAD,UA,DH4 CRJ ER4 CR7
BTV,ORD,UA,CR7 ERJ CRJ
BUF,CLE,UA,DH3
BUF,EWR,UA,DH3 DH4 ERJ DH2
BUF,IAD,UA,DH4 CR7 DH2 ERJ CRJ
BUR,DEN,UA,CRJ
BUR,SFO,UA,CR7 CRJ
BWI,EWR,UA,DH3 ERJ DH2
BWI,IAH,UA,320 73G 739 319 738
BWI,SFO,UA,738 739 319
BZE,EWR,UA,738
BZE,IAH,UA,73G 738
BZN,ORD,UA,CR7
CAE,IAD,UA,CRJ
CAE,IAH,UA,ERJ
CAE,ORD,UA,CRJ ERJ
CAK,ORD,UA,ERJ
CCS,IAH,UA,739
CEC,ACV,UA,EM2
CEC,SFO,UA,EM2
CHO,IAD,UA,DH2
CHS,CLE,UA,ERJ
CHS,EWR,UA,ERJ
CHS,IAD,UA,CRJ
CHS,IAH,UA,ERJ CRJ
CHS,ORD,UA,ERJ CRJ CR7
CIC,SFO,UA,EM2
CKB,IAD,UA,SF3
CKB,MGW,UA,SF3
CLD,LAX,UA,EM2
CLE,ALB,UA,DH3
CLE,AUS,UA,CR7
CLE,BFD,UA,BE1
CLE,BNA,UA,ERJ
CLE,BOS,UA,73G 319
CLE,BUF,UA,DH3 DH2
CLE,BWI,UA,DH3
CLE,CHS,UA,ERJ
CLE,CMH,UA,DH2 ERJ E70
CLE,DAY,UA,DH2 ER4 DH3 ERJ
CLE,DCA,UA,ERJ E70
CLE,DUJ,UA,BE1
CLE,ERI,UA,DH3
CLE,EWR,UA,738 320 73G 319
CLE,FKL,UA,BE1
CLE,FLL,UA,320 73G 738
CLE,FNT,UA,DH3
CLE,GRR,UA,ERJ CRJ
CLE,GSP,UA,ERJ
CLE,IAD,UA,DH4
CLE,IAH,UA,319 73G 320 738
CLE,IND,UA,DH3 ERJ E70
CLE,JHW,UA,BE1
CLE,LAS,UA,739 320 738
CLE,LAX,UA,738 739 320 319
CLE,MCI,UA,DH4 ERJ
CLE,MCO,UA,738 320 73G 739
CLE,MKE,UA,ERJ CR7
CLE,MSY,UA,ERJ
CLE,PBI,UA,ERJ
CLE,PHX,UA,738 320
CLE,PKB,UA,BE1
CLE,RIC,UA,ERJ ER4
CLE,ROC,UA,DH2 DH3
CLE,RSW,UA,319 738 320
CLE,SDF,UA,ERJ
CLE,SFO,UA,739 738 319
CLE,STL,UA,ER4 ERJ
CLE,SYR,UA,DH3 DH2 ERJ
CLE,TPA,UA,73G 320
CLL,IAH,UA,ERJ
CME,IAH,UA,ERJ
CMH,CLE,UA,DH2 ERJ
CMH,DEN,UA,E70 CR7
CMH,EWR,UA,DH4 ERJ E70
CMH,IAD,UA,E70 DH4 ERJ CR7 CRJ
CMH,IAH,UA,E70 ERJ CR7
CMX,ORD,UA,CRJ
CNS,GUM,UA,738
COD,DEN,UA,CRJ
COS,DEN,UA,CR7 CRJ DH4 ERJ
COS,IAD,UA,CR7
COS,IAH,UA,CRJ ERJ
COS,LAX,UA,CRJ CR7
COS,ORD,UA,CR7 ERJ CRJ
COS,SFO,UA,CRJ
CPR,DEN,UA,CRJ
CRP,IAH,UA,ERJ
CUN,EWR,UA,739 738 752
CUN,IAD,UA,739 738
CUN,SFO,UA,739
CUU,IAH,UA,ERJ
CVG,IAD,UA,CRJ CR7 ER4 ERJ
CZM,IAH,UA,738 739
DAL,IAH,UA,ERJ
DAY,CLE,UA,DH2 ER4 DH3 CRJ ERJ
DAY,DEN,UA,CR7
DAY,EWR,UA,ERJ
DAY,IAD,UA,ER4 CR7 CRJ ERJ
DCA,CLE,UA,ERJ E70
DCA,EWR,UA,DH4 ERJ E70
DCA,IAH,UA,738 319 73G 320 752
DCA,SFO,UA,738 73G
DEL,EWR,UA,777
DEN,ANC,UA,738
DEN,ASE,UA,CR7
DEN,BFL,UA,CRJ
DEN,BHM,UA,ERJ
DEN,BIL,UA,320 739 738 319
DEN,BOI,UA,319 320 738 739
DEN,BUR,UA,CR7 CRJ
DEN,COD,UA,CRJ
DEN,COS,UA,ERJ DH4 CRJ CR7
DEN,CPR,UA,CRJ
DEN,DAY,UA,CR7 CRJ
DEN,DIK,UA,ERJ
DEN,DRO,UA,ERJ DH4 CRJ
DEN,EGE,UA,DH4
DEN,ELP,UA,ERJ CRJ
DEN,EWR,UA,738 752 319 739 320
DEN,FCA,UA,CRJ
DEN,GCC,UA,EM2
DEN,GJT,UA,DH4
DEN,GRR,UA,CR7 E70
DEN,GTF,UA,CRJ
DEN,GUC,UA,ERJ
DEN,HDN,UA,DH4
DEN,HLN,UA,CRJ
DEN,HNL,UA,752
DEN,HSV,UA,ERJ
DEN,IAD,UA,320 752 319 739 738
DEN,ICT,UA,319 DH4 738
DEN,IDA,UA,CRJ
DEN,ISN,UA,ERJ
DEN,JAC,UA,319
DEN,KOA,UA,752
DEN,LAR,UA,EM2
DEN,LBB,UA,ERJ
DEN,LIH,UA,752
DEN,LNK,UA,ERJ CRJ
DEN,MAF,UA,CRJ
DEN,MEX,UA,319
DEN,MFR,UA,CRJ
DEN,MLI,UA,ERJ CR7
DEN,MRY,UA,CRJ
DEN,MSO,UA,CRJ
DEN,MTJ,UA,DH4 CRJ
DEN,OGG,UA,752
DEN,PIA,UA,CRJ
DEN,PIT,UA,320 738 73G
DEN,PSC,UA,CRJ
DEN,PUB,UA,EM2
DEN,RAP,UA,DH4 ERJ CRJ
DEN,RDM,UA,CRJ
DEN,RKS,UA,EM2
DEN,RNO,UA,320
DEN,SAF,UA,ERJ
DEN,SDF,UA,ERJ
DEN,SGF,UA,CRJ ERJ
DEN,SGU,UA,CRJ
DEN,SHV,UA,ERJ
DEN,SJC,UA,319 752 738 73G
DEN,TUL,UA,CRJ ERJ CR7
DEN,XNA,UA,CRJ ERJ
DGO,IAH,UA,ERJ
DGO,LAX,UA,ERJ
DIK,DEN,UA,ERJ
DLH,ORD,UA,CRJ
DRO,DEN,UA,ERJ DH4 CRJ
DSM,EWR,UA,ERJ
DSM,IAH,UA,ERJ
DUJ,CLE,UA,BE1
DUJ,FKL,UA,BE1
EAU,ORD,UA,CRJ
EGE,DEN,UA,DH4
ELM,ORD,UA,ERJ
ELP,DEN,UA,ERJ CRJ
ELP,IAH,UA,ERJ CRJ
ERI,CLE,UA,DH3
EUG,SFO,UA,CRJ CR7
EWR,ALB,UA,ERJ DH4 DH2
EWR,ANU,UA,738 739
EWR,AUA,UA,753 739
EWR,AUS,UA,738 319 739
EWR,BDA,UA,738
EWR,BON,UA,738
EWR,BQN,UA,738 739
EWR,BTV,UA,DH4
EWR,BUF,UA,DH4 ERJ DH3 DH2
EWR,BWI,UA,ERJ DH3 DH2
EWR,BZE,UA,738
EWR,CHS,UA,ERJ
EWR,CLE,UA,738 319 73G 320 739
EWR,CMH,UA,ERJ DH4 E70
EWR,CUN,UA,739 738 752
EWR,DAY,UA,ERJ
EWR,DCA,UA,DH4
EWR,DEL,UA,777
EWR,DEN,UA,320 752 739 738 319
EWR,DSM,UA,ERJ
EWR,GCM,UA,739
EWR,GRR,UA,ERJ
EWR,GRU,UA,764
EWR,GSO,UA,ERJ
EWR,GSP,UA,ERJ
EWR,GUA,UA,738
EWR,HNL,UA,764
EWR,IAD,UA,DH4
EWR,IAH,UA,739 738 320 752 73G 753 319
EWR,IND,UA,ERJ E70
EWR,ITH,UA,DH2 DH3
EWR,JAX,UA,ERJ
EWR,LAS,UA,739 753 320 738 752
EWR,LAX,UA,739 738 319 752 753
EWR,LIM,UA,752
EWR,LIR,UA,738
EWR,MBJ,UA,738
EWR,MCI,UA,ERJ E70
EWR,MEM,UA,ERJ
EWR,MEX,UA,73G 738
EWR,MHT,UA,ERJ DH3 DH2
EWR,MKE,UA,ERJ
EWR,MSN,UA,ERJ
EWR,MYR,UA,DH4
EWR,NAS,UA,320 738
EWR,OKC,UA,ERJ E70
EWR,OMA,UA,ERJ
EWR,ORF,UA,DH3 DH4 DH2
EWR,PDX,UA,739 320
EWR,PIT,UA,ERJ DH4 E70
EWR,PLS,UA,739 738
EWR,POP,UA,739
EWR,POS,UA,738
EWR,PUJ,UA,753 739
EWR,PVD,UA,DH3 DH2 ERJ
EWR,PVR,UA,738
EWR,PWM,UA,DH4
EWR,RDU,UA,ERJ DH4 E70
EWR,RIC,UA,ERJ
EWR,ROC,UA,ERJ DH2
EWR,SAN,UA,739 738
EWR,SAP,UA,738
EWR,SAT,UA,739 73G
EWR,SAV,UA,ERJ
EWR,SDF,UA,ERJ
EWR,SDQ,UA,739
EWR,SFO,UA,739 319 738 752 73G
EWR,SJD,UA,738 739
EWR,SJO,UA,738
EWR,SNA,UA,319 738 73G
EWR,STL,UA,ERJ E70
EWR,STT,UA,73G
EWR,SXM,UA,73G
EWR,SYR,UA,DH2 DH3
EWR,TUL,UA,ERJ
EWR,TYS,UA,ERJ
EWR,UVF,UA,739
EWR,XNA,UA,ERJ
EWR,YHZ,UA,ERJ
EWR,YOW,UA,ERJ
EWR,YQB,UA,ERJ
EWR,YQM,UA,ERJ
EWR,YYT,UA,319
EZE,IAH,UA,763
FAT,SFO,UA,EM2 CRJ
FAY,IAD,UA,DH2
FCA,DEN,UA,CRJ
FCO,IAD,UA,763
FKL,CLE,UA,BE1
FKL,DUJ,UA,BE1
FLL,CLE,UA,320 73G
FLL,IAD,UA,752
FLL,IAH,UA,73G 738 739 319 320
FNT,CLE,UA,DH3
FOE,ORD,UA,ERJ
GCC,DEN,UA,EM2
GCM,EWR,UA,739
GCM,IAD,UA,738
GCM,IAH,UA,739 738
GDL,IAH,UA,319 73G
GIG,IAH,UA,777
GJT,DEN,UA,DH4
GJT,IAH,UA,ERJ
GPT,IAH,UA,ERJ
GRK,IAH,UA,ERJ
GRR,CLE,UA,ERJ CRJ ER4
GRR,DEN,UA,CR7 E70
GRR,EWR,UA,ERJ E70
GRR,IAD,UA,ERJ ER4
GRR,IAH,UA,ERJ
GRU,EWR,UA,764
GRU,IAD,UA,777
GRU,IAH,UA,763
GRU,ORD,UA,777
GSO,EWR,UA,ERJ
GSO,IAD,UA,CRJ ERJ
GSO,ORD,UA,CRJ ERJ CR7 ER4
GSP,CLE,UA,ERJ
GSP,EWR,UA,ERJ
GSP,IAD,UA,CRJ ER4 ERJ
GSP,IAH,UA,ERJ
GSP,ORD,UA,ERJ ER4 CRJ
GTF,DEN,UA,CRJ
GUA,EWR,UA,738
GUA,IAD,UA,738
GUA,IAH,UA,738
GUC,DEN,UA,ERJ
GUM,CNS,UA,738
GUM,HKG,UA,738 73G
GUM,HNL,UA,777
GUM,ROP,UA,ATR
GUM,ROR,UA,73G 738
GUM,SPN,UA,ATR
GUM,TKK,UA,738 73G
GUM,YAP,UA,73G 738
HDN,DEN,UA,DH4
HKG,GUM,UA,738 73G
HLN,DEN,UA,CRJ
HNL,DEN,UA,752
HNL,EWR,UA,764
HNL,GUM,UA,777
HNL,IAD,UA,764
HNL,IAH,UA,764
HNL,MAJ,UA,738
HNL,ORD,UA,777
HOB,IAH,UA,ERJ
HRL,IAH,UA,ERJ CRJ
HSV,DEN,UA,ERJ
HSV,IAD,UA,ERJ CRJ
HSV,IAH,UA,ERJ
HUX,IAH,UA,ERJ
IAD,ALB,UA,DH4 DH2 CR7 CRJ ERJ
IAD,AOO,UA,SF3
IAD,AUA,UA,739
IAD,AUS,UA,319
IAD,BDL,UA,738 319 320
IAD,BGM,UA,DH2
IAD,BKW,UA,SF3
IAD,BNA,UA,ERJ CRJ
IAD,BTV,UA,CRJ DH4 CR7 ERJ ER4
IAD,BUF,UA,DH4 ERJ DH2 E70 CRJ CR7 ER4
IAD,CAE,UA,CRJ
IAD,CHO,UA,DH2
IAD,CHS,UA,CRJ
IAD,CLE,UA,DH4
IAD,CMH,UA,DH4 ERJ CR7 ER4 E70
IAD,COS,UA,CR7
IAD,CRW,UA,DH2 ERJ
IAD,CUN,UA,739 738
IAD,CVG,UA,CRJ CR7 ERJ
IAD,DAY,UA,ER4 CR7 CRJ ERJ
IAD,EWR,UA,DH4 DH2 ERJ E70
IAD,FAY,UA,DH2
IAD,FCO,UA,763
IAD,FLL,UA,752
IAD,GCM,UA,738
IAD,GRR,UA,ER4 ERJ CR7
IAD,GRU,UA,777
IAD,GSO,UA,CRJ ERJ
IAD,GSP,UA,CRJ ER4 ERJ
IAD,GUA,UA,738
IAD,HNL,UA,764
IAD,HSV,UA,ERJ CRJ
IAD,IAH,UA,320 738 763 739 73G
IAD,IND,UA,CR7 ERJ E70
IAD,JAX,UA,ERJ CR7
IAD,JST,UA,SF3
IAD,KWI,UA,777
IAD,LAS,UA,320 752
IAD,LGA,UA,CRJ ERJ E70 CR7
IAD,LWB,UA,SF3
IAD,MAN,UA,752
IAD,MBJ,UA,738
IAD,MCI,UA,CR7 ERJ
IAD,MCO,UA,320 738 739 752
IAD,MDT,UA,ER4
IAD,MGW,UA,SF3
IAD,OKC,UA,E70 ERJ CR7
IAD,OMA,UA,CR7
IAD,ORD,UA,319 320 752 753 739 738
IAD,ORF,UA,CRJ ERJ ER4 CR7 DH4
IAD,PDX,UA,752 739 738 73G
IAD,PHL,UA,ER4
IAD,PHX,UA,320
IAD,PIT,UA,E70 ERJ DH4 CR7
IAD,PUJ,UA,739
IAD,PVD,UA,DH4 CR7 DH2 CRJ
IAD,PWM,UA,CRJ ER4
IAD,RDU,UA,320 738
IAD,RIC,UA,ERJ CR7
IAD,ROA,UA,ER4 DH2
IAD,ROC,UA,DH2 ERJ CRJ
IAD,SAN,UA,739 738 320 752 319
IAD,SAT,UA,CR7 E70
IAD,SAV,UA,CRJ ERJ CR7
IAD,SCE,UA,DH2
IAD,SDF,UA,ERJ
IAD,SEA,UA,739 752 320
IAD,SFO,UA,752 320 753 738 739 319
IAD,SHD,UA,SF3
IAD,SJO,UA,738
IAD,SJU,UA,739 738
IAD,SMF,UA,320
IAD,STL,UA,ER4 CR7
IAD,STT,UA,73G
IAD,SXM,UA,73G
IAD,SYR,UA,CRJ DH4 ERJ ER4 DH2
IAD,TUL,UA,ERJ CR7
IAD,TYS,UA,ERJ
IAH,ABQ,UA,320 738 73G
IAH,ACA,UA,ERJ
IAH,ACY,UA,ERJ
IAH,AEX,UA,ERJ
IAH,AGU,UA,ERJ
IAH,AMA,UA,ERJ
IAH,AUS,UA,319 73G 738 739 320
IAH,BFL,UA,CR7
IAH,BHM,UA,CRJ ERJ
IAH,BJX,UA,ERJ
IAH,BNA,UA,ERJ
IAH,BON,UA,738
IAH,BOS,UA,739 738 320 752 73G 319
IAH,BRO,UA,ERJ
IAH,BTR,UA,ERJ
IAH,BWI,UA,73G 739 320 738 319
IAH,BZE,UA,73G 738
IAH,CAE,UA,ERJ
IAH,CCS,UA,739
IAH,CHS,UA,ERJ
IAH,CLE,UA,320 738 73G
IAH,CLL,UA,ERJ
IAH,CME,UA,ERJ
IAH,CMH,UA,ERJ E70
IAH,COS,UA,CRJ CR7 ERJ
IAH,CRP,UA,ERJ
IAH,CRW,UA,ERJ
IAH,CUU,UA,ERJ
IAH,CZM,UA,738 739
IAH,DAL,UA,ERJ
IAH,DCA,UA,73G 319 738 320
IAH,DGO,UA,ERJ
IAH,DSM,UA,ERJ CRJ
IAH,ELP,UA,ERJ CRJ
IAH,EWR,UA,739 73G 738 320 752 319
IAH,EZE,UA,763
IAH,FLL,UA,739 320 73G 738 752
IAH,GCM,UA,739 738
IAH,GDL,UA,319 73G
IAH,GIG,UA,777
IAH,GJT,UA,ERJ
IAH,GPT,UA,ERJ
IAH,GRK,UA,ERJ
IAH,GRR,UA,ERJ CRJ
IAH,GRU,UA,763
IAH,GSP,UA,ERJ
IAH,GUA,UA,738
IAH,HNL,UA,764
IAH,HOB,UA,ERJ
IAH,HRL,UA,ERJ CRJ
IAH,HSV,UA,ERJ
IAH,HUX,UA,ERJ
IAH,IAD,UA,738 763 739 320 319
IAH,ICT,UA,CRJ ERJ
IAH,IND,UA,319
IAH,JAN,UA,ERJ
IAH,JAX,UA,ERJ
IAH,LBB,UA,ERJ
IAH,LCH,UA,ERJ
IAH,LEX,UA,ERJ
IAH,LFT,UA,ERJ
IAH,LIM,UA,763
IAH,LIR,UA,739 738
IAH,LIT,UA,ERJ CRJ
IAH,LOS,UA,788
IAH,LRD,UA,ERJ
IAH,MAF,UA,CRJ ERJ
IAH,MBJ,UA,739 738
IAH,MCI,UA,ERJ E70 CRJ CR7
IAH,MFE,UA,ERJ CRJ
IAH,MGA,UA,738 739
IAH,MID,UA,73G
IAH,MKE,UA,ERJ CRJ
IAH,MLM,UA,ERJ
IAH,MLU,UA,ERJ
IAH,MOB,UA,ERJ
IAH,MTY,UA,ERJ
IAH,MUC,UA,764
IAH,NAS,UA,320 738 739
IAH,OAX,UA,ERJ
IAH,OKC,UA,319 320 739
IAH,OMA,UA,ERJ E70
IAH,ONT,UA,CR7
IAH,ORF,UA,ERJ
IAH,PBC,UA,ERJ
IAH,PBI,UA,320
IAH,PDX,UA,320 319 739 738
IAH,PIT,UA,319 320 738 73G
IAH,PNS,UA,ERJ
IAH,POS,UA,738
IAH,PSP,UA,CR7
IAH,PVR,UA,738
IAH,QRO,UA,ERJ CR7
IAH,RDU,UA,73G
IAH,RIC,UA,ERJ
IAH,RSW,UA,738
IAH,RTB,UA,739 738 73G
IAH,SAN,UA,320 738 739 319
IAH,SAP,UA,738
IAH,SAT,UA,738 319 73G 739 320
IAH,SAV,UA,ERJ
IAH,SDF,UA,E70 ERJ CRJ
IAH,SHV,UA,ERJ
IAH,SJC,UA,319 320 739 738
IAH,SJD,UA,320 739
IAH,SJO,UA,738
IAH,SJU,UA,739 738
IAH,SLP,UA,ERJ
IAH,SLW,UA,ERJ
IAH,SMF,UA,739 320 738
IAH,SNA,UA,738 320 319 73G
IAH,STL,UA,ER4 ERJ
IAH,TAM,UA,CR7 ERJ
IAH,TGU,UA,73G
IAH,TPA,UA,739 738 320
IAH,TRC,UA,ERJ
IAH,TUL,UA,CRJ ERJ CR7
IAH,TUS,UA,ERJ CR7
IAH,TYR,UA,ERJ
IAH,TYS,UA,ERJ
IAH,UIO,UA,73G 738
IAH,VER,UA,ERJ
IAH,VPS,UA,ERJ
IAH,VSA,UA,CR7
IAH,XNA,UA,CRJ ERJ
IAH,YVR,UA,320 319 739
IAH,ZIH,UA,ERJ
IAH,ZLO,UA,ERJ
ICT,DEN,UA,319 DH4 738
ICT,IAH,UA,ERJ CRJ CR7
ICT,LAX,UA,CR7
IDA,DEN,UA,CRJ
IND,CLE,UA,E70 DH3 ERJ
IND,EWR,UA,ERJ E70
IND,IAD,UA,E70 ERJ CR7
IND,IAH,UA,319
IND,SFO,UA,319
ISN,DEN,UA,ERJ
ITH,EWR,UA,DH2 DH3
ITO,LAX,UA,738
JAC,DEN,UA,319
JAN,IAH,UA,ERJ
JAN,ORD,UA,ERJ
JAX,EWR,UA,ERJ
JAX,IAD,UA,ERJ CR7 E70
JAX,IAH,UA,ERJ
JHW,BFD,UA,BE1
JHW,CLE,UA,BE1
JST,AOO,UA,SF3
JST,IAD,UA,SF3
KOA,DEN,UA,752
KOA,SFO,UA,753 739 738
KSA,KWA,UA,738
KSA,PNI,UA,738
KWA,KSA,UA,738
KWA,MAJ,UA,738
KWA,PNI,UA,738
KWI,IAD,UA,777
LAN,ORD,UA,ERJ
LAR,DEN,UA,EM2
LAS,CLE,UA,739 738
LAS,EWR,UA,738 739 753 752 320
LAS,IAD,UA,320 752 739
LAS,PSP,UA,EM2
LAX,ASE,UA,CR7
LAX,BFL,UA,EM2
LAX,BOI,UA,CR7 CRJ
LAX,BWI,UA,738 319 320 739
LAX,CLD,UA,EM2
LAX,CLE,UA,738 320 319 739
LAX,COS,UA,CRJ CR7
LAX,DGO,UA,ERJ
LAX,EWR,UA,738 319 752 739 320 753
LAX,ICT,UA,CR7
LAX,ITO,UA,738
LAX,PSP,UA,EM2 CR7 CRJ
LAX,SAT,UA,CR7
LAX,SBA,UA,EM2
LAX,SBP,UA,EM2
LAX,SMX,UA,EM2
LAX,YUM,UA,EM2
LBB,DEN,UA,ERJ
LBB,IAH,UA,ERJ
LCH,IAH,UA,ERJ
LEX,IAH,UA,ERJ
LFT,IAH,UA,ERJ
LGA,IAD,UA,CRJ ERJ E70 CR7
LIH,DEN,UA,752
LIH,SFO,UA,752
LIM,EWR,UA,752
LIM,IAH,UA,763
LIR,EWR,UA,738
LIR,IAH,UA,739 738
LIT,IAH,UA,CRJ ERJ
LMT,PDX,UA,EM2
LMT,SFO,UA,EM2
LNK,DEN,UA,ERJ CRJ
LNK,ORD,UA,CRJ ERJ
LOS,IAH,UA,788
LRD,IAH,UA,ERJ
LWB,IAD,UA,SF3
MAF,DEN,UA,CRJ
MAF,IAH,UA,CRJ ERJ
MAJ,HNL,UA,738
MAJ,KWA,UA,738
MBJ,EWR,UA,738
MBJ,IAD,UA,738
MBJ,IAH,UA,739 738
MBS,ORD,UA,CRJ
MCI,CLE,UA,ERJ DH4
MCI,EWR,UA,ERJ E70
MCI,IAD,UA,ERJ CR7 E70
MCI,IAH,UA,ERJ CRJ E70
MCO,CLE,UA,73G 320 738
MCO,IAD,UA,752 320 738
MCO,SFO,UA,753 752 738 739
MDT,IAD,UA,ER4
MEM,EWR,UA,ERJ
MEX,DEN,UA,319
MEX,EWR,UA,738 73G
MFE,IAH,UA,CRJ ERJ
MFR,DEN,UA,CRJ
MFR,SFO,UA,CRJ EM2
MGA,IAH,UA,739 738
MGW,CKB,UA,SF3
MGW,IAD,UA,SF3
MHT,EWR,UA,ERJ DH3 DH2
MHT,ORD,UA,ERJ CR7
MID,IAH,UA,738 73G
MKE,CLE,UA,CR7 ERJ
MKE,EWR,UA,ERJ
MKE,IAH,UA,CRJ ERJ CR7
MKG,ORD,UA,CRJ
MLI,DEN,UA,ERJ
MLM,IAH,UA,ERJ
MLU,IAH,UA,ERJ
MNL,ROR,UA,738
MOB,IAH,UA,ERJ
MOB,ORD,UA,ERJ
MOD,SFO,UA,EM2
MRY,DEN,UA,CRJ
MRY,SFO,UA,EM2
MSN,EWR,UA,ERJ
MSO,DEN,UA,CRJ
MSY,CLE,UA,ERJ
MSY,SFO,UA,320 319 738
MTJ,DEN,UA,DH4
MTY,IAH,UA,ERJ
MTY,ORD,UA,CR7
MUC,IAH,UA,764
MYR,EWR,UA,DH4
NAS,EWR,UA,320 738
NAS,IAH,UA,320 738 739
NAS,ORD,UA,CR7
OAX,IAH,UA,ERJ
OGG,DEN,UA,752
OGG,ORD,UA,777
OGG,SFO,UA,753 738
OKC,EWR,UA,ERJ
OKC,IAD,UA,E70 CR7
OKC,IAH,UA,738 319 320 739
OKC,SFO,UA,CR7
OMA,EWR,UA,ERJ
OMA,IAH,UA,ERJ
ONT,IAH,UA,CR7
ONT,SFO,UA,CRJ
ORD,ABE,UA,ERJ ER4
ORD,ALB,UA,319 73G 738 739
ORD,ATW,UA,CRJ ERJ CR7
ORD,AVL,UA,CRJ
ORD,AVP,UA,ERJ
ORD,BHM,UA,CRJ ERJ
ORD,BOI,UA,CR7
ORD,BTV,UA,ERJ CR7 CRJ
ORD,BZN,UA,CR7
ORD,CAE,UA,ERJ CRJ
ORD,CAK,UA,ERJ
ORD,CHS,UA,CRJ ERJ CR7
ORD,CMX,UA,CRJ
ORD,COS,UA,CRJ ERJ CR7
ORD,CRW,UA,ERJ
ORD,DLH,UA,CRJ
ORD,EAU,UA,CRJ
ORD,ELM,UA,ERJ
ORD,FOE,UA,ERJ
ORD,GRU,UA,777
ORD,GSO,UA,ERJ CR7 CRJ ER4
ORD,GSP,UA,ER4 ERJ CRJ
ORD,HNL,UA,777
ORD,IAD,UA,777 320 752 739 73G 753 319
ORD,JAN,UA,ERJ
ORD,LAN,UA,ERJ
ORD,LNK,UA,ERJ CRJ
ORD,MBS,UA,CRJ
ORD,MHT,UA,CR7 ERJ
ORD,MKG,UA,CRJ
ORD,MOB,UA,ERJ
ORD,MTY,UA,CR7
ORD,NAS,UA,CR7
ORD,OGG,UA,777
ORD,ORF,UA,CRJ ER4 ERJ CR7
ORD,PAH,UA,CRJ
ORD,PNS,UA,ERJ
ORD,PVD,UA,320
ORD,PWM,UA,CR7 ERJ
ORD,RAP,UA,ERJ
ORD,ROA,UA,ERJ ER4
ORD,SAV,UA,CR7 ERJ CRJ
ORD,SBN,UA,CR7 ERJ CRJ E70
ORD,SCE,UA,ERJ
ORD,SJO,UA,738
ORD,SMF,UA,319 739 320
ORD,SPI,UA,CRJ
ORD,SRQ,UA,738 319 320
ORD,STC,UA,CRJ
ORD,STT,UA,73G
ORD,SXM,UA,73G
ORD,YXE,UA,ERJ
ORF,EWR,UA,DH3 DH4 DH2
ORF,IAD,UA,ER4 CRJ ERJ DH4 CR7
ORF,IAH,UA,ERJ
ORF,ORD,UA,CR7 ERJ CRJ ER4
OTH,SFO,UA,CRJ
PAH,ORD,UA,CRJ
PBC,IAH,UA,ERJ
PBI,CLE,UA,ERJ
PBI,IAH,UA,320
PDX,EWR,UA,739 319 738
PDX,IAD,UA,752 320
PDX,IAH,UA,319 739 320 738
PDX,LMT,UA,EM2
PHL,IAD,UA,ER4
PHX,CLE,UA,320 738 319
PHX,IAD,UA,320 738
PIA,DEN,UA,CRJ
PIT,DEN,UA,738 320 739
PIT,EWR,UA,DH4
PIT,IAD,UA,DH4 ERJ CR7
PIT,IAH,UA,319 320 738 73G
PIT,SFO,UA,320 319 738
PKB,CLE,UA,BE1
PLS,EWR,UA,739 738
PNI,KSA,UA,738
PNI,KWA,UA,738
PNI,TKK,UA,73G 738
